uii_code,name,region,old_region,province,old_province,city_municipality,old_city_municipality,sector,latitude,longitude,coord_status,is_multi_campus,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
,AMA Computer College-Cotabato City,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2216421,124.2513046,valid,False,19,19087,1908703,1908703014
,Abubakar Computer Learning Center Foundation,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Private,5.0123546,119.7655842,valid,False,19,19070,1907002,1907002033
,Academia de Tecnologia in Mindanao,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2046668,124.2310439,valid,False,19,19087,1908703,1908703029
,Adiong Memorial Polytechnic State College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,DITSAAN-RAMAIN,DITSAAN-RAMAIN,Public SUC Main,7.9787345,124.3612369,valid,False,19,19036,1903606,1903606048
,Al Bangsamoro Shari'ah and Professional Education College,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Marawi City,Marawi City,Private,8.0051434,124.2801452,valid,False,19,19036,1903617,1903617141
,Antonio R. Pacheco College,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.217,124.2480011,valid,False,19,19087,1908703,1908703020
,As-Salihein Integrated School Foundation,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Tamparan,Tamparan,Private,7.8740788,124.3295686,valid,False,19,19036,1903626,1903626021
,Asma Khadijah Islamic Academy,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Picong,Picong,Private,7.6907181,123.9415518,valid,False,19,19036,1903635,1903635024
,Bai Malgen Mama College,BARMM,BARMM,Maguindanao,Maguindanao,DATU ODIN SINSUAT,DATU ODIN SINSUAT,Private,7.188889,124.183889,valid,False,19,19087,1908705,1908705013
,Balabagan Trade School,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Balabagan,Balabagan,OGS,7.5099424,124.1382876,valid,False,19,19036,1903602,1903602014
,Basilan State College-Lamitan,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Public SUC Satellite,6.6926507,121.9606911,valid,False,09,09901,0990101,0990101047
,Basilan State College-Maluso,BARMM,BARMM,Basilan,Basilan,Maluso,Maluso,Public SUC Satellite,6.6926507,121.9606911,valid,False,09,09901,0990101,0990101047
,Basilan State College-Sta. Clara,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Public SUC Satellite,6.6926507,121.9606911,valid,False,09,09901,0990101,0990101047
,Basilan State College-Tipo-Tipo,BARMM,BARMM,Basilan,Basilan,Tipo-Tipo,Tipo-Tipo,Public SUC Satellite,6.6926507,121.9606911,valid,False,09,09901,0990101,0990101047
,Binnor Pangandaman Integrated College,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Wao,Wao,Private,7.6675967,124.7077665,valid,False,19,19036,1903630,1903630035
,Bubong Marzok Memorial Foundation College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.001945,124.2873617,valid,False,19,19036,1903617,1903617022
,Cali Paramedical College Foundation,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0204892,124.2714321,valid,False,19,19036,1903617,1903617044
,Central Sulu College,BARMM,BARMM,Sulu,Sulu,Siasi,Siasi,Private,5.5445782,120.8142574,valid,False,09,09066,0906612,0906612073
,Coland Systems Technology,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2164104,124.2450265,valid,False,19,19087,1908703,1908703019
,Colegio de Upi,BARMM,BARMM,Maguindanao,Maguindanao,Upi,Upi,Private,7.0111525,124.1561129,valid,False,19,19087,1908713,1908713016
12008b,Cotabato Foundation College of Science and Technology-Datu Montawal Campus,BARMM,BARMM,Maguindanao,Maguindanao,Pagagawan,Pagagawan,Public SUC Satellite,7.2105459,124.2440172,valid,False,19,19087,1908703,1908703018
12006,Cotabato State University,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Public SUC Main,7.2120945,124.2452807,valid,False,19,19087,1908703,1908703022
,Dansalan Polytechnic College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0106974,124.2899954,valid,False,19,19036,1903617,1903617126
,Datu Blo Umpar Adiong Agricultural School Foundation,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,7.9892902,124.2675433,valid,False,19,19036,1903616,1903616071
,Datu Ibrahim Paglas Memorial College,BARMM,BARMM,Maguindanao,Maguindanao,Datu Paglas,Datu Paglas,Private,6.76694,124.849999,valid,False,19,19088,1908806,1908806014
,Datu Mala Muslim Mindanao Islamic College Foundation,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Marawi City,Marawi City,Private,8.0018209,124.2749633,valid,False,19,19036,1903617,1903617066
,De La Vida College,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2205263,124.2517949,valid,False,19,19087,1908703,1908703012
,Del Sur Good Shepherd College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Wao,Wao,Private,7.6447756,124.7265496,valid,False,19,19036,1903630,1903630012
,Dr. P. Ocampo Colleges,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2095055,124.2474109,valid,False,19,19087,1908703,1908703024
,Eastern Kutawato College,BARMM,BARMM,Maguindanao,Maguindanao,Buluan,Buluan,Private,6.7161898,124.7923736,valid,False,19,19088,1908802,1908802004
,Enthusiastic College,BARMM,BARMM,Maguindanao,Maguindanao,Buldon,Buldon,Private,7.3728193,124.4087307,valid,False,19,19087,1908702,1908702005
,Gani L. Abpi College,BARMM,BARMM,Maguindanao,Maguindanao,Datu Piang,Datu Piang,Private,7.0254773,124.4964046,valid,False,19,19088,1908807,1908807005
,General Diamongun K. Mangondato College of Agriculture and Fisheries,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Masiu,Masiu,Private,7.8048488,124.3141282,valid,False,19,19036,1903618,1903618090
,Hadji Butu School of Arts and Trades,BARMM,BARMM,Sulu,Sulu,JOLO (Capital),JOLO (Capital),OGS,5.9691815,121.1252135,valid,False,09,09066,0906613,0906613059
,Hadji Datu Saidona Pendatun Foundation College,BARMM,BARMM,Maguindanao,Maguindanao,GEN. S. K. PENDATUN,GEN. S. K. PENDATUN,Private,6.8259873,124.7529437,valid,False,19,19088,1908811,1908811001
,Hardam Furigay Colleges Foundation,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Private,6.6557471,122.1344419,valid,False,19,19007,1900702,1900702068
,Headstart College of Cotabato,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.1823052,124.2242221,valid,False,19,19087,1908703,1908703032
,Illana Bay Integrated Computer College,BARMM,BARMM,Maguindanao,Maguindanao,Parang,Parang,Private,7.3752172,124.2655467,valid,False,19,19087,1908709,1908709020
,Iqra Development Academy,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Tamparan,Tamparan,Private,7.8725206,124.3365882,valid,False,19,19036,1903626,1903626050
,Iranun Foundation College,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Kapatagan,Kapatagan,Private,7.4657737,124.1865669,valid,False,19,19036,1903639,1903639003
,Jamiat Cotabato and Institute of Technology,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.186547,124.2244311,valid,False,19,19087,1908703,1908703032
,Jamiatu Dansalan Al-Islamia Foundation,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Marawi City,Marawi City,Private,8.0077394,124.289408,valid,False,19,19036,1903617,1903617090
,Jamiatu Marawi Al-Islamia Foundation,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0115593,124.2849917,valid,False,19,19036,1903617,1903617072
,Jamiatu Muslim Mindanao,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0115593,124.2849917,valid,False,19,19036,1903617,1903617072
,Jamiatul Philippine Al-Islamia,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.000129,124.2831667,valid,False,19,19036,1903617,1903617009
,Khadijah Mohammad Islamic Academy,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0042836,124.2808337,valid,False,19,19036,1903617,1903617141
,Kutawato Darrusalam College,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2105459,124.2440172,valid,False,19,19087,1908703,1908703018
,Lake Lanao College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0106213,124.297718,valid,False,19,19036,1903617,1903617058
,Lamitan Technical Institute,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Private,6.6574218,122.1405649,valid,False,19,19007,1900702,1900702064
,Lanao Agricultural College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Lumbatan,Lumbatan,OGS,7.7844405,124.2552032,valid,False,19,19036,1903612,1903612043
,Lanao Central College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0050364,124.2806496,valid,False,19,19036,1903617,1903617141
,Lanao Educational Institute,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Malabang,Malabang,Private,7.593436,124.0720242,valid,False,19,19036,1903615,1903615020
,Lanao Islamic Paramedical College Foundation,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0126954,124.280025,valid,False,19,19036,1903617,1903617072
,Lapak Agricultural School,BARMM,BARMM,Sulu,Sulu,Siasi,Siasi,OGS,5.5451412,120.8227386,valid,False,09,09066,0906612,0906612009
,Mahardika Institute of Technology,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Private,5.1041799,119.8119965,valid,False,,,,
,Mapandi Memorial College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.007333,124.2918556,valid,False,19,19036,1903617,1903617058
,Maranao Islamic Institute - Ma'Had Maranao Al-Islamie,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Tamparan,Tamparan,Private,7.8689757,124.3339642,valid,False,19,19036,1903626,1903626050
,Marawi Capitol College Foundation,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,7.917188,124.207549,valid,False,19,19036,1903603,1903603056
,Marawi Islamic College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0126954,124.280025,valid,False,19,19036,1903617,1903617072
,Mariam School of Nursing,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Private,6.66152,122.1060028,valid,False,19,19007,1900702,1900702050
,Masiricampo Abantas Memorial Educational Center,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0034179,124.2791398,valid,False,19,19036,1903617,1903617141
,Mindanao Autonomous College Foundation,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Private,6.66152,122.106003,valid,False,19,19007,1900702,1900702050
,Mindanao Autonomous College Foundation-Maluso,BARMM,BARMM,Basilan,Basilan,Maluso,Maluso,Private,6.5398734,121.877966,valid,False,19,19007,1900704,1900704013
,Mindanao Capitol College,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2257479,124.2462921,valid,False,19,19087,1908703,1908703015
,Mindanao Institute of Healthcare Professionals,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0033753,124.2843708,valid,False,19,19036,1903617,1903617048
,Mindanao Islamic Computer College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0177913,124.2748825,valid,False,19,19036,1903617,1903617013
,Mindanao State University-Lanao National College of Arts and Trades,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Public SUC Satellite,8.0061417,124.2906635,valid,False,19,19036,1903617,1903617090
,Mindanao State University-Maguindanao,BARMM,BARMM,Maguindanao,Maguindanao,DATU ODIN SINSUAT,DATU ODIN SINSUAT,Public SUC Satellite,7.0147241,124.3220143,valid,False,19,19087,1908705,1908705012
,Mindanao State University-Main Campus Marawi City,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Public SUC Main,7.9976116,124.2618724,valid,False,19,19036,1903617,1903617039
,Mindanao State University-Sulu Development Technical College,BARMM,BARMM,Sulu,Sulu,JOLO (Capital),JOLO (Capital),Public SUC Satellite,6.0471219,121.0155181,valid,False,09,09066,0906611,0906611014
,Mindanao State University-Tawi-Tawi College of Technology and Oceanography,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Public SUC Satellite,5.0386419,119.7437846,valid,False,19,19070,1907002,1907002030
,Mindanaoan Integrated Academy,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Wao,Wao,Private,7.6172999,124.7215828,valid,False,19,19036,1903630,1903630007
,Muslim Mindanao Integrated College Academy,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Marawi City,Marawi City,Private,7.9995751,124.2844476,valid,False,19,19036,1903617,1903617045
,Notre Dame Center For Catechesis,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.217596,124.245812,valid,False,19,19087,1908703,1908703022
,Notre Dame Hospital and School of Midwifery,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.1980929,124.2376807,valid,False,19,19087,1908703,1908703023
,Notre Dame RVM College of Cotabato,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2144627,124.2438659,valid,False,19,19087,1908703,1908703031
,Notre Dame University,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2151947,124.2496814,valid,False,19,19087,1908703,1908703021
,Notre Dame of Jolo College,BARMM,BARMM,Sulu,Sulu,JOLO (Capital),JOLO (Capital),Private,6.0547569,121.0050627,valid,False,09,09066,0906602,0906602003
,Pacasum College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,7.999128,124.2911,valid,False,19,19036,1903617,1903617062
,Parang Foundation College,BARMM,BARMM,Maguindanao,Maguindanao,Parang,Parang,Private,7.333333,124.316667,valid,False,19,19087,1908709,1908709007
,Philippine Engineering and Agro-Industrial College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0046369,124.2564348,valid,False,19,19036,1903617,1903617025
,Philippine Last Frontier College,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Private,5.1041783,119.8120795,valid,False,,,,
,Philippine Muslim Teachers' College,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.00179,124.282733,valid,False,19,19036,1903617,1903617048
,RC-Al Khwarizmi International College Foundation,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.001377,124.2712012,valid,False,19,19036,1903617,1903617066
,Regional Madrasah Graduate Academy,BARMM,BARMM,Maguindanao,Maguindanao,Buluan,Buluan,OGS,6.8666701,124.75,valid,False,19,19088,1908811,1908811001
,SAL Foundation College,BARMM,BARMM,Maguindanao,Maguindanao,Parang,Parang,Private,7.3863555,124.2604628,valid,False,19,19087,1908709,1908709014
,SPA College,BARMM,BARMM,Maguindanao,Maguindanao,Datu Piang,Datu Piang,Private,7.03333,124.5,valid,False,19,19999,1999904,1999904006
,STI College-Cotabato,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2257957,124.2466317,valid,False,19,19087,1908703,1908703015
,Saffrullah M. Dipatuan Foundation Academy,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,7.99826,124.2809982,valid,False,19,19036,1903617,1903617079
,Senator Ninoy Aquino College Foundation-Marawi,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Marawi City,Marawi City,Private,8.0057884,124.3163357,valid,False,19,19036,1903617,1903617052
,Shariff Kabunsuan College,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.2218289,124.2343641,valid,False,19,19087,1908703,1908703002
,Shariff Kabunsuan College (Annex),BARMM,BARMM,Maguindanao,Maguindanao,Parang,Parang,Private,7.333333,124.316667,valid,False,19,19087,1908709,1908709007
,South Upi College,BARMM,BARMM,Maguindanao,Maguindanao,South Upi,South Upi,Private,6.8510318,124.1976882,valid,False,19,19088,1908822,1908822010
,Southwestern Mindanao Islamic Institute,BARMM,BARMM,Sulu,Sulu,JOLO (Capital),JOLO (Capital),Private,6.052749,120.9991182,valid,False,09,09066,0906602,0906602010
,St. Benedict College of Cotabato,BARMM,BARMM,CITY OF COTABATO,CITY OF COTABATO,Cotabato City,Cotabato City,Private,7.1961639,124.243518,valid,False,19,19087,1908703,1908703023
,St. Benedict College of Maguindanao,BARMM,BARMM,Maguindanao,Maguindanao,Parang,Parang,Private,7.3331287,124.2310439,valid,False,19,19087,1908709,1908709010
,Sultan Kudarat Islamic Academy Foundation College,BARMM,BARMM,Maguindanao,Maguindanao,SULTAN KUDARAT (NULING),SULTAN KUDARAT (NULING),Private,7.2319424,124.252471,valid,False,19,19087,1908710,1908710006
,Sulu College of Technology,BARMM,BARMM,Sulu,Sulu,Indanan,Indanan,Private,6.0495114,120.9976338,valid,False,09,09066,0906602,0906602009
,Sulu State College,BARMM,BARMM,Sulu,Sulu,JOLO (Capital),JOLO (Capital),Public SUC Main,6.0508818,121.0128942,valid,False,09,09066,0906611,0906611014
,Tamparan Populace Islamic College,BARMM,BARMM,Lanao del Sur,Lanao del Sur,Tamparan,Tamparan,Private,7.8725206,124.3365882,valid,False,19,19036,1903626,1903626050
,Tawi-Tawi Regional Agricultural College,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Public SUC Main,5.0250618,119.7603174,valid,False,19,19070,1907002,1907002045
,Tawi-Tawi Regional Agricultural College - Languyan,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Languyan,Languyan,Public SUC Satellite,5.104153,119.81202,valid,False,,,,
,Tawi-Tawi Regional Agricultural College - Sibutu,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Sibutu,Sibutu,Public SUC Satellite,4.7814149,119.4759634,valid,False,19,19070,1907011,1907011008
,Tawi-Tawi Regional Agricultural College - Tarawakan,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Public SUC Satellite,5.0250618,119.7603174,valid,False,19,19070,1907002,1907002045
,Tawi-Tawi Regional Agricultural College-Simunul,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Simunul,Simunul,Public SUC Satellite,5.0250618,119.7603174,valid,False,19,19070,1907002,1907002045
,Tawi-Tawi School of Midwifery,BARMM,BARMM,Tawi-Tawi,Tawi-Tawi,Bongao,Bongao,Private,5.031389,119.773374,valid,False,19,19070,1907002,1907002027
,Unda Memorial National Agricultural School,BARMM,BARMM,Lanao Del Sur,Lanao Del Sur,Masiu,Masiu,OGS,7.8166667,124.3166667,valid,False,19,19036,1903618,1903618003
,Universal College Foundation of Southeast Asia and the Pacific,BARMM,BARMM,Basilan,Basilan,Lamitan City,Lamitan City,Private,6.661519,122.1064668,valid,False,19,19007,1900702,1900702050
